,COUNTRY_NAME,COUNTRY_CODE,INDICATOR_NAME,INDICATOR_CODE,YEAR,GDP_USD
3866,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1974,669045065779.1412
3868,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1974,3183637116.818558
3872,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1974,7675408485.514212
3873,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1974,563939670.6842421
3875,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1974,1917508190.0468938
3877,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1974,201523288248.22256
3878,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1974,72000000000.0
3880,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1974,1171679901939.531
3882,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1974,538747268.3333561
3883,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1974,376094108.4753313
3884,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1974,1000557949.5708176
3885,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1974,102537620193.71481
3890,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1974,613010958.1459898
3892,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1974,548621017.5939134
3893,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1974,9496074114.079184
3894,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1974,1705964297341.5134
3896,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1974,637403479.7290095
3897,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1974,1026136974.4753634
3898,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1974,24846641318.124207
3899,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1974,1520900045.142857
3900,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1974,87243413394.54054
3901,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1974,27145693810.134125
3902,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1974,1217953546.9760365
3904,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1974,13940981798.124657
3905,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1974,4180195577464.0273
3906,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1974,1645917776.491025
3907,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1974,12037239771.169188
3908,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1974,8899191919.19192
3909,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1974,2188307600.0
3910,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1974,13858441211.219637
3911,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1974,15607825070.494999
3913,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1974,1467346059.9971294
3915,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1974,87045160363.56075
3916,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1974,7684800000.0
3918,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1974,17512391475.927387
3919,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1974,1333475396.8253968
3921,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1974,1018218313.5305818
3922,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1974,4061765294803.183
3923,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1974,555337985.6830757
3924,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1974,2401403227.440847
3927,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1974,308458423.18385434
3928,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1974,126972253469.31384
3929,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1974,45412971909.37945
3930,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1974,4595000000.0
3931,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1974,2099324949.8460479
3932,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1974,5221534955.644177
3933,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1974,84539332.28256197
3934,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1974,648590642.9398885
3935,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1974,1665880000.0
3937,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1974,467577432.2478157
3939,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1974,123624352291.06927
3941,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1974,123662732873.64171
3942,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1974,20198276930.225
3944,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1974,409850000.0
3947,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1974,66013338964.72496
3948,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1974,264311994.11331862
3950,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1974,43134498.692965664
3951,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1974,4244670160.290506
3953,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1974,652532796.0667027
3954,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1974,220922441422.01135
3956,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1974,560437742.5949721
3957,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1974,13703000530.058748
3960,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1974,357287853747.9533
3962,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1974,101622378921.64243
3964,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1974,126972253469.31384
3965,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1974,123662732873.64172
3966,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1974,2042031901.4221702
3967,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1974,3545933562.4284077
3968,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1974,35599913836.43282
3971,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1974,2100142653.3523538
3973,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1974,859600252671.9865
3974,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1974,4090209681.9717207
3975,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1974,1545243000000.0
3977,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1974,32924215.85817261
3978,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1974,26100930232.55814
3983,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1974,5359410722750.851
3987,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1974,36807721037.63955
3988,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1974,3121833333.3333335
3989,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1974,3982161400.0
3991,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1975,86760396610.31857
3992,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1975,2366666615.5555553
3993,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1975,51444737234.31981
3996,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1975,220127246.37681162
3997,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1975,158212828603.5567
3998,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1975,14720672506.500391
3999,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1975,52438647921.9226
4003,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1975,97333060221.22083
4004,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1975,40059206763.056015
4006,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1975,420986666.6666666
4007,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1975,65678189097.29078
4008,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1975,676870140.3415287
4009,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1975,939972703.4630206
4010,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1975,19448348073.456512
4013,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1975,596200000.0
4016,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1975,118066298.34254143
4017,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1975,345000000.0
4018,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1975,2404697651.1744127
4019,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1975,129203555238.82715
4020,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1975,402178605.01955354
4021,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1975,1168304305.6551259
4023,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1975,355172413.7931034
4024,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1975,378660016.2659364
4025,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1975,173834029689.3433
4029,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1975,7622217352.342158
4030,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1975,163431551779.76126
4031,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1975,3893839190.268061
4032,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1975,2857037371.058858
4033,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1975,10237343173.652695
4034,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1975,767102679.0186899
4035,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1975,13098633901.867271
4038,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1975,1960863465.5775964
4039,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1975,7706760555.183936
4040,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1975,13027415243.90244
4043,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1975,489914760.6828071
4045,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1975,490636517211.22504
4048,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1975,40474406216.28207
4049,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1975,3599200000.0
4050,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1975,15557934268.49648
4051,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1975,248644284100.0097
4052,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1975,645245164551.0052
4053,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1975,935707011210.152
4055,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1975,2306880651317.3184
4056,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1975,7731677256.809825
4057,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1975,11632178868.917141
4058,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1975,1501998418268.038
4060,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1975,114777046376.8116
4063,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1975,1690875090425.366
4064,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1975,128805519208.37048
4065,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1975,29472623242.282204
4066,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1975,684268280.8127509
4067,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1975,360832186018.05115
4070,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1975,2157592936.6073127
4071,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1975,241756637168.14157
4073,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1975,2810106382.9787235
4076,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1975,115182522.1238938
4077,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1975,108985740.155434
4078,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1975,104295643.38843696
4079,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1975,28525876726.88629
4081,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1975,211194305.70299855
4082,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1975,3645900000.0
4084,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1975,494791666.6666667
4085,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1975,4676954724896.746
4086,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1975,10048022369.914087
4087,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1975,1124000000.0
4088,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1975,63584773949.12332
4090,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1975,681400000.0
4092,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1975,1241888837913.6958
4093,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1975,1396045555296.869
4094,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1975,152154751965.2721
4095,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1975,57971319765.200775
4096,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1975,30463855421.68675
4097,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1975,96279276873.98802
4099,India,IND,GDP (current US$),NY.GDP.MKTP.CD,1975,98472796457.11397
4101,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1975,9483808362.369339
4102,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1975,51776222349.8869
4103,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1975,13458516762.61429
4104,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1975,1406875081.327261
4106,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1975,227695851126.92764
4107,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1975,2860411285.887141
4108,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1975,1363039399.6247656
4109,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1975,521541905673.25104
4111,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1975,3259344935.7683606
4114,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1975,55081816.99175285
4115,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1975,33364055.29953917
4116,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1975,21784297520.661156
4117,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1975,12024138275.86207
4118,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1975,345375253450.80743
4124,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1975,397541581665.9123
4127,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1975,246387479.17715877
4128,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1975,3791298145.5064197
4129,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1975,361994348640.8656
4130,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1975,1341236324874.7793
4131,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1975,149560513.8607167
4132,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1975,735899112640.4048
4134,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1975,3123333333.3333335
4138,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1975,8984824182.60333
4139,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1975,711922994.2584395
4141,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1975,2283049233.2875834
4143,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1975,222828199360.45135
4144,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1975,88000000000.0
4146,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1975,1294608413274.4143
4148,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1975,830710615.1799542
4149,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1975,474620439.5849604
4150,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1975,1128484859.0250328
4151,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1975,119311352648.64516
4156,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1975,703378653.3500285
4158,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1975,613220652.9289188
4159,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1975,9298800799.467022
4160,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1975,1859083029689.3433
4162,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1975,816652167.2851343
4163,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1975,1048690933.2102733
4164,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1975,27778934624.69734
4165,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1975,1590428522.6428573
4166,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1975,100249523353.0847
4167,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1975,32877805200.02296
4168,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1975,1575789254.46938
4170,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1975,12861983284.391235
4171,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1975,4685403275723.042
4172,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1975,2096699189.3456862
4173,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1975,13436837686.308104
4174,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1975,11230606060.60606
4175,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1975,2435304100.0
4176,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1975,16877163792.128395
4177,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1975,16875240683.068476
4179,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1975,1356591176.8556094
4181,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1975,99444323975.14583
4182,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1975,8198299999.999999
4184,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1975,19347607843.137253
4185,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1975,1511420634.920635
4187,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1975,1137259249.814507
4188,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1975,4551120178961.043
4189,French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1975,690319754.9115733
4190,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1975,2512784033.3782787
4193,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1975,571863295.7401224
4194,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1975,135907831613.68292
4195,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1975,46773303720.89322
4196,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1975,5598000000.000001
4197,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1975,2830388404.878451
4198,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1975,5633673929.993024
4199,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1975,74617096.47859667
4200,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1975,679335901.1174507
4201,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1975,1884120100.0
4203,Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1975,710850226.5289912
4205,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1975,136500933159.03943
4207,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1975,136543507921.60152
4208,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1975,22993381875.01543
4210,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1975,465500000.00000006
4213,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1975,82885397620.53851
4214,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1975,288302907.3698445
4216,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1975,47803145.95603026
4217,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1975,5566756756.756757
4219,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1975,864602103.3031505
4220,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1975,248292438698.81647
4222,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1975,617321669.3908767
4223,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1975,14882747955.032803
4226,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1975,373507163230.68097
4228,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1975,118246390598.965
4229,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1975,32506741.720120434
4230,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1975,135907831613.68292
4231,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1975,136543507921.60161
4232,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1975,2442667573.0482073
4233,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1975,4328610489.684316
4234,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,1975,44633707242.76416
4237,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1975,2359555555.555556
4239,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1975,947179178357.519
4240,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1975,3538283322.07726
4241,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1975,1684904000000.0
4243,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1975,33237164.715641994
4244,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1975,27464651162.7907
4249,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1975,5970098794053.77
4253,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1975,38114542813.098206
4254,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1975,2618666666.666667
4255,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1975,4371300700.0
4257,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1976,86526285693.83763
4258,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1976,2555555566.6666665
4259,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1976,62129396932.54444
4262,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1976,227281024.6207411
4263,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1976,196936860212.85056
4264,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1976,19213022691.052593
4265,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1976,51169499890.77222
4269,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1976,105101474851.88454
4270,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1976,42959976221.52335
4272,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1976,448412753.6231884
4273,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1976,71113882967.6071
4274,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1976,698408244.3853434
4275,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1976,976547163.53387
4276,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1976,10117113333.333334
4279,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1976,642100000.0
4282,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1976,96905829.59641255
4283,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1976,386300000.0
4284,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1976,2731984007.996002
4285,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1976,153168949208.2069
4286,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1976,435911268.5896796
4287,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1976,1423061356.6456208
4289,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1976,372010119.59521616
4290,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1976,451152449.984411
4291,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1976,206575564908.7221
4295,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1976,10341925249.042145
4296,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1976,153940455341.50613
4297,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1976,4662053707.776297
4298,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1976,2898089929.085731
4299,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1976,9648583224.992123
4300,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1976,754549600.5480524
4301,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1976,15341403660.469809
4304,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1976,2412555425.9043174
4305,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1976,7932122920.874479
4306,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1976,13789579902.557858
4309,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1976,576090073.7150359
4311,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1976,519754453161.4106
4314,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1976,44575892473.11828
